DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in schizophrenia	1,683 European ancestry attempters, 2,946 European ancestry nonattempters	NA	2p14	2	65362379	NR	SPRED2			ENSG00000198369			rs4494728-C	rs4494728	0	4494728	intron_variant	0	0.44999999999999996	8E-6	5.096910013008056		1.2195122	[1.12-1.33]	NR [8814543] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008120	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in schizophrenia	1,683 European ancestry attempters, 2,946 European ancestry nonattempters	NA	16p13.2	16	10270306	NR	RN7SL493P - ATF7IP2	ENSG00000266439	ENSG00000166669		48233	56128	rs6497871-A	rs6497871	0	6497871	intergenic_variant	1	0.6	7E-6	5.154901959985743		1.24	1.13-1.37	NR [8814543] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008120	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in schizophrenia	1,683 European ancestry attempters, 2,946 European ancestry nonattempters	NA	16q24.1	16	86719464	NR	LINC02188			ENSG00000261175			rs4843180-T	rs4843180	0	4843180	intron_variant	0	0.39	1E-6	6.0		1.25	1.14-1.36	NR [8814543] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008120	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in schizophrenia	1,683 European ancestry attempters, 2,946 European ancestry nonattempters	NA				NR							chr11_133764404-I-?	chr11_133764404-I	0			1	0.75	6E-6	5.221848749616356		1.29	1.15-1.43	NR [8814543] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008120	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in schizophrenia	1,683 European ancestry attempters, 2,946 European ancestry nonattempters	NA	17q24.3	17	69298289	NR	ABCA5			ENSG00000154265			rs180697792-A	rs180697792	0	180697792	intron_variant	0	0.2	1E-6	6.0		1.34	1.19-1.50	NR [8814543] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008120	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in schizophrenia	1,683 European ancestry attempters, 2,946 European ancestry nonattempters	NA	3p12.1	3	84283982	NR	SRRM1P2 - LINC00971	ENSG00000242195	ENSG00000242641		345746	354423	rs75305337-A	rs75305337	0	75305337	intergenic_variant	1	0.09	6E-6	5.221848749616356		1.39	1.20-1.60	NR [8814543] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008120	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in schizophrenia	1,683 European ancestry attempters, 2,946 European ancestry nonattempters	NA	11q21	11	95344003	NR	LNCRNA-IUR - FAM76B	ENSG00000245552	ENSG00000077458		109612	424950	rs3858375-T	rs3858375	0	3858375	intergenic_variant	1	0.05	9E-7	6.045757490560675		1.6	1.33-1.94	NR [8814543] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008120	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in schizophrenia	1,683 European ancestry attempters, 2,946 European ancestry nonattempters	NA	20p11.21	20	24446544	NR	GAPDHP53 - SYNDIG1	ENSG00000234069	ENSG00000101463		230	23085	rs6114731-A	rs6114731	0	6114731	regulatory_region_variant	1	0.03	5E-6	5.301029995663981		1.78	1.39-2.27	NR [8814543] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008120	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in schizophrenia	1,683 European ancestry attempters, 2,946 European ancestry nonattempters	NA	11q23.3	11	120600028	NR	GRIK4			ENSG00000149403			rs151336980-T	rs151336980	0	151336980	intron_variant	0	0.03	8E-6	5.096910013008056		1.78	1.38-2.29	NR [8814543] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008120	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in schizophrenia	1,683 European ancestry attempters, 2,946 European ancestry nonattempters	NA	5q13.2	5	73449216	NR	FOXD1 - LINC01385	ENSG00000251493	ENSG00000251604		439	2282	rs11739808-A	rs11739808	0	11739808	regulatory_region_variant	1	0.02	9E-6	5.045757490560675		2.3	1.59-3.31	NR [8814543] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008120	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in schizophrenia	1,683 European ancestry attempters, 2,946 European ancestry nonattempters	NA	1q31.2	1	190808437	NR	LINC01720 - HNRNPA1P46	ENSG00000231175	ENSG00000228020		6779	337588	rs482039-T	rs482039	0	482039	intergenic_variant	1	0.02	4E-7	6.3979400086720375		2.37	1.70-3.31	NR [8814543] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008120	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	5q23.1	5	116352208	NR	COMMD10			ENSG00000145781			rs26318-C	rs26318	0	26318	intron_variant	0	0.010000000000000009	1E-6	6.0		1.923077	[1.49-2.5]	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	19q13.11	19	34580876	NR	SCGB1B2P - SCGB2B2	ENSG00000268751	ENSG00000205209		3079	9768	rs56342621-G	rs56342621	0	56342621	intergenic_variant	1	0.010000000000000009	7E-6	5.154901959985743		1.6393442	[1.33-2.04]	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	10q23.33	10	92422486	NR	MARK2P9 - IDE	ENSG00000232709	ENSG00000119912		1611	29198	rs189924441-G	rs189924441	0	189924441	intergenic_variant	1	0.030000000000000027	8E-6	5.096910013008056		1.4925373	[1.25-1.79]	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	6q16.1	6	93861140	NR	EPHA7 - MTCYBP36	ENSG00000135333	ENSG00000216853		441453	585600	rs72924216-G	rs72924216	0	72924216	intergenic_variant	1	0.040000000000000036	9E-6	5.045757490560675		1.3888888	[1.2-1.59]	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	6q13	6	72256893	NR	RIMS1			ENSG00000079841			rs75237141-G	rs75237141	0	75237141	intron_variant	0	0.07999999999999996	6E-6	5.221848749616356		1.25	[1.14-1.37]	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	11q24.1	11	122340282	NR	MIR100HG			ENSG00000255248			rs10892827-G	rs10892827	0	10892827	intron_variant	0	0.07999999999999996	8E-6	5.096910013008056		1.25	[1.14-1.37]	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	16q21	16	65074017	NR	CDH11			ENSG00000140937			rs12925656-C	rs12925656	0	12925656	intron_variant	0	0.09999999999999998	3E-6	5.522878745280337		1.2195122	[1.12-1.32]	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA				NR							chr8_80591790-D-?	chr8_80591790-D	0			1	0.37	8E-6	5.096910013008056		1.1363636	[1.08-1.2]	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	1q44	1	246699270	NR	CNST - SCCPDH	ENSG00000162852	ENSG00000143653		30675	25139	rs3007305-G	rs3007305	0	3007305	TF_binding_site_variant	1	0.31999999999999995	9E-6	5.045757490560675		1.1363636	[1.08-1.2]	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	6p12.1	6	55196220	NR	HCRTR2			ENSG00000137252			rs9475195-C	rs9475195	0	9475195	intron_variant	0	0.39	7E-6	5.154901959985743		1.1235955	[1.08-1.19]	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	7q31.1	7	110303710	NR	RPL3P8 - IMMP2L	ENSG00000232199	ENSG00000184903		304086	358934	rs38758-A	rs38758	0	38758	intron_variant	1	0.44	9E-6	5.045757490560675		1.12	1.07-1.18	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	14q11.2	14	21140827	NR	RNU6-252P - OR5AU1	ENSG00000200102	ENSG00000169327		27082	7543	rs8022689-A	rs8022689	0	8022689	intergenic_variant	1	0.35	9E-6	5.045757490560675		1.14	1.07-1.20	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	19q13.2	19	38226503	NR	DPF1			ENSG00000011332			rs66666015-T	rs66666015	0	66666015	intron_variant	0	0.74	9E-6	5.045757490560675		1.16	1.09-1.24	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA				NR							chr4_23273116-D-?	chr4_23273116-D	0			1	0.17	9E-7	6.045757490560675		1.19	1.11-1.27	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	7p12.1	7	53627819	NR	RN7SKP218 - LINC01446	ENSG00000222154	ENSG00000205628		137380	27689	rs73122740-T	rs73122740	0	73122740	intergenic_variant	1	0.91	4E-6	5.3979400086720375		1.26	1.14-1.39	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA				NR							chr4_82106147-I-?	chr4_82106147-I	0			1	0.06	8E-6	5.096910013008056		1.29	1.15-1.44	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	2q31.1	2	169448746	NR	LRP2 - BBS5	ENSG00000081479	ENSG00000163093		86212	30734	rs2353181-T	rs2353181	0	2353181	intergenic_variant	1	0.94	5E-6	5.301029995663981		1.33	1.17-1.49	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in bipolar disorder or schizophrenia	3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	11p15.4	11	9078300	NR	SCUBE2			ENSG00000175356			rs118102650-A	rs118102650	0	118102650	intron_variant	0	0.01	2E-6	5.698970004336019		1.79	1.41-2.28	NR [at least 8807005] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008122	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in major depressive disorder	1,622 European ancestry attempters, 8,786 European ancestry nonattempters	NA	14q31.1	14	82337988	NR	EIF3LP1 - Metazoa_SRP	ENSG00000258501	ENSG00000268154		420100	91884	rs111625585-T	rs111625585	0	111625585	intergenic_variant	1	0.06	7E-8	7.154901959985743		1.57	1.33-1.84	NR [8482392] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008118	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in major depressive disorder	1,622 European ancestry attempters, 8,786 European ancestry nonattempters	NA	16p13.3	16	539359	NR	CAPN15			ENSG00000103326			rs116428372-A	rs116428372	0	116428372	non_coding_transcript_exon_variant	0	0.06	2E-7	6.698970004336019		1.74	1.41-2.14	NR [8482392] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008118	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in major depressive disorder	1,622 European ancestry attempters, 8,786 European ancestry nonattempters	NA	4q22.1	4	88856467	NR	FAM13A			ENSG00000138640			rs77033326-A	rs77033326	0	77033326	intron_variant	0	0.02	2E-7	6.698970004336019		2.24	1.65-3.03	NR [8482392] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008118	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in major depressive disorder	1,622 European ancestry attempters, 8,786 European ancestry nonattempters	NA	1p34.2	1	39976354	NR	MFSD2A - CAP1	ENSG00000168389	ENSG00000131236		6386	63879	rs183414028-C	rs183414028	0	183414028	intergenic_variant	1	0.010000000000000009	2E-7	6.698970004336019		2.564103	[1.79-3.7]	NR [8482392] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008118	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in major depressive disorder	1,622 European ancestry attempters, 8,786 European ancestry nonattempters	NA	14q23.3	14	66782703	NR	GPHN			ENSG00000171723			rs113330417-G	rs113330417	0	113330417	intron_variant	0	0.020000000000000018	2E-7	6.698970004336019		1.754386	[1.41-2.17]	NR [8482392] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008118	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in major depressive disorder	1,622 European ancestry attempters, 8,786 European ancestry nonattempters	NA	7q35	7	145271196	NR	RPL7P59 - DPY19L4P2	ENSG00000225918	ENSG00000231839		230255	312001	rs111367251-G	rs111367251	0	111367251	intergenic_variant	1	0.010000000000000009	3E-7	6.522878745280337		2.2222223	[1.64-3.03]	NR [8482392] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008118	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in major depressive disorder	1,622 European ancestry attempters, 8,786 European ancestry nonattempters	NA	7q21.11	7	85348650	NR	SEMA3D - DYNLL1P7	ENSG00000153993	ENSG00000230614		161594	32468	rs62460873-C	rs62460873	0	62460873	intergenic_variant	1	0.010000000000000009	5E-7	6.301029995663981		2.7027025	[1.85-4]	NR [8482392] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008118	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in major depressive disorder	1,622 European ancestry attempters, 8,786 European ancestry nonattempters	NA	2q37.3	2	239551396	NR	HDAC4-AS1 - LINC02991	ENSG00000222020	ENSG00000196758		148739	26905	rs186736781-T	rs186736781	0	186736781	intergenic_variant	1	0.02	6E-7	6.221848749616356		2.27	1.64-3.13	NR [8482392] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008118	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in major depressive disorder	1,622 European ancestry attempters, 8,786 European ancestry nonattempters	NA				NR							chr15_24344805-I-?	chr15_24344805-I	0			1	0.5900000000000001	7E-7	6.154901959985743		1.2658228	[1.15-1.37]	NR [8482392] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008118	Genome-wide genotyping array
